"x"
"yago/System108435388"
"yago/WikicatHumanSkills"
"yago/SkilledWorker110605985"
"yago/WikicatIsthmuses"
"yago/WikicatLanguag"
"yago/Baritone109839436"
"yago/Region108630039"
"yago/WikicatFilmGenres"
"yago/WikicatCombatSports"
"yago/WikicatSalads"
"yago/Act106532095"
"yago/WikicatBirdsByClassification"
"yago/WikicatPlasticArts"
"yago/WikicatAbraham"
"yago/WikicatCompaniesListedOnTheNewYorkStockExchange"
"http://w"
"yago/WikicatNewYearCelebrations"
"yago/Nutriment107570720"
"yago/Wiki"
"yago/Salad107806221"
"yago/Chordate101466257"
"yago/WikicatActsOfTheParliamentOfTheUnitedKingdom"
"http://dbpedia.org/ontology/SportsEvent"
"yago/Celebration107450651"
"yago/Invention105633385"
"yago/Difficulty114408086"
"yago/WikicatBirds"
"yago/Vertebrate101471682"
"yago/Book106410904"
"yago/Discipline105996646"
"yago/Garment103419014"
"yago/WikicatMemberStatesOfTheUnitedNations"
"yago/Dish107557434"
"yago/WikicatDistilledBeverages"
"yago/Press106263369"
"yago/Magazine106595351"
"yago/WikicatVisualArts"
"yago/Animal100015388"
"http://dbpedia.org/ontology/Fashion"
"yago/Keyboardist110229883"
"http://umbel.org/umbel/rc/Country"
"yago/WikicatEmotionalIssues"
"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#DesignedArtifact"
"yago/KnowledgeDomain105999266"
"yago/WikicatChristianFestivalsAndHolyDays"
"yago/WikicatEnglish-languageTelevisionStations"
"yago/WikicatFoods"
"yago/WikicatDecemberObservances"
"http://dbpedia.org/ontology/FictionalCharacter"
"http://www.wikidata.org/entity/Q19088"
"http://schema.org/Organ"
"yago/WikicatPercussionInstruments"
"yago/Bird101503061"
"yago/WikicatArts"
"yago/Center108523483"
"yago/Issue105814650"
"yago/WikicatStreetsInCroydon"
"yago/Actress109767700"
"yago/Game100456199"
"yago/Protection100817680"
"http://umbel.org/umbel/rc/Location_Underspecified"
"yago/WikicatMusicalInstruments"
"yago/MartialArt100825443"
"http://dbpedia.org/ontology/Eukaryote"
"http://umbel.org/umbel/rc/Planet"
"yago/Game100455599"
"yago/Street104334599"
"yago/MusicalOrganization108246613"
"yago/Self-defense100825192"
"yago/WikicatPlanetsOfTheSolarSystem"
"yago/PublicTransport104019101"
"http://dbpedia.org/ontology/InformationAppliance"
"yago/Thoroughfare104426618"
"yago/WikicatTerrestrialPlanets"
"yago/Affair107447261"
"yago/WikicatNorthAmericanPercussionInstruments"
"yago/PlasticArt103958097"
"yago/Clothing103051540"
"yago/WikicatCalendars"
"yago/Genre105845332"
"http://dbpedia.org/ontology/Planet"
"yago/WikicatHolidays"
"http://www.wikidata.org/entity/Q188451"
"yago/Intellectual109621545"
"yago/WikicatMembranophones"
"http://dbpedia.org/ontology/CelestialBody"
"yago/Leader109623038"
"yago/WikicatIndividualSports"
"yago/Blogger109860415"
"yago/WikicatJazzInstruments"
"yago/Area108497294"
"yago/TerrestrialPlanet109456369"
"yago/Occupation100582388"
"yago/WikicatSongwritersFromNewYork"
"yago/Skill105637558"
"yago/Continent109254614"
"yago/WikicatHabitableZonePlanets"
"http://www.wikidata.org/entity/Q386724"
"yago/Structure105726345"
"yago/Planet109394007"
"http://dbpedia.org/ontology/Film"
"yago/KeyboardInstrument103614532"
"yago/Guitarist110151760"
"http://www.wikidata.org/entity/Q7278"
"yago/WikicatDrums"
"yago/Landmass109335916"
"http://dbpedia.org/ontology/MusicalArtist"
"http://umbel.org/umbel/rc/PopulatedPlace"
"yago/Covering103122748"
"http://umbel.org/umbel/rc/Bird"
"yago/WikicatWomen"
"yago/WikicatRoadsInWales"
"yago/Adviser109774266"
"http://dbpedia.org/ontology/TopicalConcept"
"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Concept"
"yago/PercussionInstrument103915437"
"yago/Cymbal103157348"
"http://schema.org/CreativeWork"
"http://dbpedia.org/ontology/Engine"
"http://dbpedia.org/ontology/"
"http://schema.org/Product"
"yago/ElectronicInstrument103279153"
"yago/Billionaire110529684"
"yago/WikicatAmericanRecordProducers"
"yago/Symbol106806469"
"yago/Site108651247"
"yago/WikicatResidentialBuildings"
"yago/CelestialBody109239740"
"yago/WikicatRoadsInLondon"
"yago/WikicatCountries"
"yago/Bus102924116"
"yago/Type105840188"
"yago/Businessman109882007"
"yago/WikicatMusicGenres"
"yago/Drum103249569"
"http://dbpedia.org/ontology/Broadcaster"
"yago/Saint110546850"
"yago/Authority109824361"
"yago/WikicatCymbals"
"yago/WikicatRailwayHotels"
"yago/Businessperson109882716"
"yago/WikicatAmericanHipHopRecordProducers"
"http://dbpedia.org/ontology/Aircraft"
"yago/Calendar115173479"
"http://dbpedia.org/ontology/Settlement"
"yago/WikicatCondiments"
"yago/Instrument103574816"
"yago/Condiment107810907"
"yago/WikicatLocomotives"
"yago/Flavorer107809368"
"yago/Ingredient107809096"
"http://dbpedia.org/ontology/AutomobileEngine"
"yago/WikicatTwo-strokeDieselEngines"
"http://dbpedia.org/ontolog"
"yago/Writing106359877"
"yago/TelevisionStation104406350"
"yago/Unit108189659"
"http://dbpedia.org/ontology/Group"
"yago/Woman110787470"
"yago/Applicant109607280"
"yago/Wik"
"http://schema.org/MusicGroup"
"yago/WikicatMarineDieselEngines"
"yago/WikicatVEngines"
"yago/WikicatHotelsInDubai"
"yago/WikicatDieselLocomotiveEngines"
"yago/Software106566077"
"yago/WikicatLa"
"yago/Festival115162388"
"http://dbpedia.org/ontology/School"
"yago/Arrangement105726596"
"yago/Diesel103193107"
"yago/Equipment103294048"
"yago/Wikic"
"yago/Creativity105624700"
"yago/Disorder114052403"
"http://umbel.org/umbel/rc/MusicalComposition"
"yago/Name106333653"
"yago/Internal-combustionEngine103579982"
"yago/Island109316454"
"yago/WikicatRoadsInNorthumberland"
"yago/CodingSystem106353757"
"yago/Engine103287733"
"yago/HeatEngine103507963"
"yago/Tract108673395"
"yago/Motor103789946"
"yago/WikicatLanguagesO"
"yago/WikicatRoadsInGwynedd"
"yago/Locomotive103684823"
"yago/Action100037396"
"yago/Code106355894"
"yago/Associate109816771"
"yago/Signal106791372"
"yago/Publication106589574"
"yago/WikicatCookingAppliances"
"yago/NaturalObject100019128"
"yago/Foodstuff107566340"
"http://dbpedia.org/ontology/Genre"
"yago/ConsumerGoods103093574"
"yago/UrbanArea108675967"
"yago/Vacation115137890"
"yago/W"
"yago/WikicatHotels"
"yago/Communicator109610660"
"yago/TimeOff115118453"
"http://dbpedia.org/ontology/MeanOfTransportation"
"yago/Appliance102729965"
"yago/WikicatBuildingsAndStructuresByType"
"yago/WikicatMultilateralDevelopmentBanks"
"yago/Hotel103542333"
"yago/Administrator109770949"
"yago/WikicatRights"
"yago/WikicatBanksEstablishedIn1964"
"yago/WikicatInternationalOrganizationsOfAfrica"
"http://dbpedia.org/ontology/Species"
"yago/Channel103006398"
"yago/WikicatOrganizationsBasedInIvoryCoast"
"yago/WikicatBanks"
"yago/Treaty106773434"
"http://dbpedia.org/ontology/TelevisionStation"
"yago/WikicatInternationalDevelopmentTreaties"
"yago/WikicatHumanRights"
"yago/WikicatPrivateCur"
"yago/WikicatIntergovernmentalOrganizationsEstablishedByTreaty"
"yago/GoodPerson110138767"
"yago/HumanRight105176846"
"yago/Country108544813"
"http://dbpedia.org/ontology/ChemicalSubstance"
"yago/WikicatRoadsInScotland"
"yago/WikicatCompaniesEstablishedIn1964"
"California"
"yago/WikicatProfessionalAssociations"
"yago/WikicatBankingInstitutes"
"yago/WikicatOrganizationsBasedInAfrica"
"yago/WheeledVehicle104576211"
"yago/Municipality108626283"
"yago/DepositoryFinancialInstitution108420278"
"yago/FinancialInstitution108054721"
"yago/Institute108407330"
"yago/Building102913152"
"http://www.wikidata.org/entity/Q43229"
"yago/Self-propelledVehicle104170037"
"yago/Agreement106770275"
"yago/Vehicle104524313"
"yago/MusicGenre107071942"
"yago/LegalHoliday115199592"
"http://dbpedia.org/ontology/MusicGenre"
"yago/BroadcastingStation102903405"
"yago/Holiday115183428"
"yago/WikicatLang"
"yago/TimePeriod115113229"
"yago/Alliance108293982"
"yago/Singer110599806"
"yago/Product104007894"
"yago/SensoryActivity100876737"
"yago/Sensing100876874"
"yago/Actor109765278"
"yago/Observation100879759"
"yago/Alumnus109786338"
"yago/Station104306080"
"yago/Female109619168"
"yago/WikicatMonotheisticReligions"
"yago/Songwriter110624540"
"yago/Leisure115137676"
"yago/MediumOfExchange113372961"
"yago/City108524735"
"yago/Look100877127"
"yago/Container103094503"
"yago/Contest107456188"
"yago/Art102743547"
"http://dbpedia.org/ontology/ChemicalCompound"
"yago/WikicatSingles"
"yago/WikicatBarAssociations"
"yago/Currency113385913"
"yago/MusicalInstrument103800933"
"yago/WikicatLegalOrganizations"
"yago/Right105174653"
"yago/WikicatAbrahamicReligions"
"yago/Abstraction105854150"
"yago/WikicatAlbums"
"yago/ExpressiveStyle107066659"
"yago/Commodity103076708"
"yago/CalendarDay115157041"
"yago/Facility103315023"
"yago/Day115157225"
"yago/Format106636806"
"yago/LanguageUnit106284225"
"yago/Wikicat"
"yago/Information106634376"
"yago/Writing106362953"
"yago/WikicatLivingPeople"
"yago/WikicatLanguage"
"yago/GeographicalArea108574314"
"yago/FundamentalQuantity113575869"
"yago/ProfessionalAssociation108242675"
"yago/WikicatLangu"
"yago/Sport100523513"
"http://dbpedia.org/ontology/MusicalWork"
"yago/WikicatNaturalResources"
"yago/PhysicalCondition114034177"
"yago/Land109334396"
"yago/Kind105839024"
"yago/Assets113329641"
"yago/Resource113331778"
"yago/Category105838765"
"yago/NaturalResource113332009"
"yago/PathologicalState114051917"
"yago/Music107020895"
"yago/Statement106722453"
"yago/LegalDocument106479665"
"yago/State100024720"
"yago/Musician110340312"
"yago/WikicatEuphemisms"
"yago/Illness114061805"
"http://dbpedia.org/ontology/EthnicGroup"
"y"
"yago/Possession100032613"
"yago/IllHealth114052046"
"yag"
"yago/Condition113920835"
"yago/Euphemism106605046"
"yago/Wi"
"yago/Disease114070360"
"yago/WikicatL"
"http://dbpedia.org/ontology/PoliticalParty"
"yago/Structure104341686"
"yago/WikicatPoliticalPartiesInTheUnitedStates"
"yago/WikicatSocialLiberalParties"
"yago/WikicatLiberalPartiesInTheUnitedStates"
"http://dbpedia.org/ontology/TelevisionShow"
"yago/WikicatLiberalParties"
"yago/WikicatPoliticalPartiesEstablishedIn1792"
"yago/Manufacturer110292316"
"yago/Maker110284064"
"yago/Speech107109196"
"yago/Saying107151380"
"yago/Party108256968"
"http://www.wikidata.org/entity/Q24229398"
"http://dbpedia.org/ontology/VideoGame"
"yago/Wikica"
"yago/SystemOfMeasurement113577171"
"yago/SocialEvent107288639"
"yago/TheologicalVirtue104847991"
"http://dbpedia.org/ontology/GolfCourse"
"yago/Document106470073"
"yago/Virtue104847482"
"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#SocialPerson"
"yago/Religion105946687"
"yago/Standard107260623"
"yago/CardinalVirtue104847600"
"yago/Good104849241"
"yago/Composer109947232"
"yago/Quality104723816"
"yago/Conveyance103100490"
"yago/Morality104846770"
"yago/Diversion100426928"
"http://dbpedia.org/ontology/Mammal"
"yago/Album106591815"
"yago/WrittenCommunication106349220"
"yago/"
"http://dbpedia.org/ontology/Infrastructure"
"http://dbpedia.org/ontology/RouteOfTransportation"
"http://www.wikidata.org/entity/Q34442"
"yago/WikicatLanguagesOf"
"yago/WikicatChildren"
"yago"
"http://dbpedia.org/ontology/Road"
"ya"
"http://dbpedia.org/ontology/Album"
"http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing"
"yago/Creation103129123"
"yago/Adult109605289"
"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent"
"yago/Region108630985"
"http://dbpedia.org/ontology/ArchitecturalStructure"
"yago/District108552138"
"yago/Juvenile109622049"
"http://schema.org/Organization"
"yago/AdministrativeDistrict108491826"
"yago/Location100027167"
"yago/Musician110339966"
"yago/Child109917593"
"http://dbpedia.org/ontology/Work"
"http://dbpedia.org/ontology/Animal"
"yago/WikicatPersonalComputers"
"yago/Association108049401"
"yago/DigitalComputer103196324"
"yago/WikicatRoadsInEngland"
"yago/PersonalComputer103918480"
"yago/Concept105835747"
"yago/WikicatComplexityClasses"
"yago/Class107997703"
"yago/Computer103082979"
"yago/Collection107951464"
"yago/Medium106254669"
"yago/Message106598915"
"yago/WikicatLan"
"http://dbpedia.org/ontology/Building"
"yago/WikicatCarManufacturers"
"yago/CommercialEnterprise108065093"
"yago/WikicatIndustries"
"yago/Industry108065234"
"yago/CarManufacturer108066763"
"http://umbel.org/umbel/rc/Drink"
"yago/Manufacturer108060446"
"yago/Artist109812338"
"http://schema.org/Place"
"yago/Creator109614315"
"yago/WikicatLanguagesOfLebanon"
"yago/WikicatLanguagesOfLe"
"http://umbel.org/umbel/rc/Mammal"
"yago/Measure100033615"
"yago/AuditoryCommunication107109019"
"yago/Enterprise108056231"
"yago/Business108061042"
"yago/Machine103699975"
"yago/WikicatElectronicsCompanies"
"http://dbpedia.org/ontology/Location"
"yago/ElectronicsCompany108003035"
"yago/WikicatNon-alcoholicBeverages"
"http://dbpedia.org/ontology/AnatomicalStructure"
"yago/WikicatComputerSystems"
"yago/ComputerSystem103085915"
"yago/Road104096066"
"yago/System104377057"
"http://umbel.org/umbel/rc/Sport"
"http://umbel.org/umbel/rc/Action"
"yago/Way104564698"
"http://www.wikidata.org/entity/Q349"
"http://umbel.org/umbel/rc/Animal"
"http://umbel.org/umbel/rc/EukaryoticCell"
"yago/WikicatLanguagesOfKiribati"
"yago/WikicatLangua"
"http://www.wikidata.org/entity/Q1914636"
"NA"
"http://www.ontologydesignpatterns.org/ont/d0.owl#Activity"
"http://umbel.org/umbel/rc/BiologicalLivingObject"
"yago/Activity100407535"
"http://dbpedia.org/ontology/Activity"
"http://dbpedia.org/ontology/Software"
"yago/Liquid114940386"
"yago/Fluid114939900"
"yago/University108286569"
"yago/Substance100019613"
"yago/WikicatUniversitiesInGalicia"
"http://dbpedia.org/ontology/Place"
"yago/Beverage107881800"
"http://dbpedia.org/ontology/Device"
"yago/WikicatMaleDancers"
"yago/Act100030358"
"http://dbpedia.org/ontology/Sport"
"yago/EducationalInstitution108276342"
"http://www.wikidata.org/entity/Q12136"
"http://umbel.org/umbel/rc/AilmentCondition"
"yago/Part113809207"
"yago/Event100029378"
"yago/Device103183080"
"yago/Food100021265"
"yago/Dancer109989502"
"http://dbpedia.org/ontology/Book"
"yago/Company108058098"
"yago/Performer110415638"
"http://dbpedia.org/ontology/PopulatedPlace"
"yago/WikicatLanguagesOfKenya"
"http://dbpedia.org/ontology/Person"
"yago/Relation100031921"
"yago/WikicatLanguagesOfJamaica"
"yago/YagoGeoEntity"
"yago/WikicatLanguagesOfIreland"
"yago/Entertainer109616922"
"yago/WikicatLanguagesOfIndia"
"yago/WikicatLanguagesOfHongKong"
"http://dbpedia.org/ontology/Disease"
"yago/WikicatLanguagesOfGuyana"
"http://dbpedia.org/ontology/Organisation"
"yago/WikicatLanguagesOfGuam"
"http://dbpedia.org/ontology/Band"
"yago/WikicatLanguagesOfGrenada"
"http://www.wikidata.org/entity/Q2095"
"yago/WikicatLanguagesOfGhana"
"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#FunctionalSubstance"
"yago/Instrumentality103575240"
"yago/Institution108053576"
"http://dbpedia.org/ontology/Election"
"yago/Person100007846"
"yago/WikicatLanguagesOfFiji"
"yago/WikicatLanguagesOfEurope"
"yago/Organism100004475"
"yago/WikicatLanguagesOfEritrea"
"yago/LivingThing100004258"
"yago/WikicatLanguagesOfDominica"
"http://dbpedia.org/ontology/Food"
"http://dbpedia.org/ontology/Company"
"http://dbpedia.org/ontology/RecordLabel"
"yago/WikicatLanguagesOfCyprus"
"yago/WikicatVirtualCommunities"
"yago/Gathering107975026"
"yago/Community108223802"
"yago/Organization108008335"
"yago/WikicatBeerStyles"
"yago/Manner104928903"
"yago/Property104916342"
"yago/Artifact100021939"
"yago/WikicatLanguagesOfCanada"
"yago/WikicatLanguagesOfCameroon"
"yago/WikicatLanguagesOfBrunei"
"yago/Attribute100024264"
"yago/WikicatLanguagesOfBotswana"
"yago/WikicatLanguagesOfBermuda"
"yago/YagoLegalActor"
"yago/WikicatLanguagesOfBelize"
"yago/WikicatLanguagesOfBahrain"
"yago/YagoLegalActorGeo"
"yago/YagoPermanentlyLocatedEntity"
"http://dbpedia.org/ontology/Agent"
"yago/WikicatLanguagesOfAustralia"
"yago/WikicatLanguagesOfAntiguaAndBarbuda"
"yago/WikicatIARCGroup1Carcinogens"
"yago/WikicatDrugsActingOnTheNervousSystem"
"yago/WikicatDrugs"
"yago/Drug103247620"
"http://dbpedia.org/ontology/Beverage"
"yago/Carcinogen114793812"
"yago/Agent114778436"
"yago/Substance100020090"
"yago/Whole100003553"
"yago/Matter100020827"
"yago/WikicatLanguagesOfAmericanSamoa"
"yago/WikicatLanguages"
"yago/WikicatGermanicLanguages"
"yago/WikicatFusionalLanguages"
"yago/SocialGroup107950920"
"yago/WikicatEnglishLanguages"
"yago/Language106282651"
"yago/Object100002684"
"yago/Group100031264"
"yago/WikicatPrinciples"
"yago/WikicatPaintingTechniques"
"yago/WikicatArtisticTechniques"
"yago/WikicatAesthetics"
"yago/Principle105913538"
"yago/Technique105665146"
"yago/PhilosophicalDoctrine106167328"
"yago/Know-how105616786"
"yago/Method105660268"
"yago/Generalization105913275"
"yago/Doctrine105943300"
"yago/Aesthetic105968971"
"yago/Communication100033020"
"yago/CausalAgent100007347"
"yago/Ability105616246"
"yago/Belief105941423"
"yago/Idea105833840"
"yago/Content105809192"
"yago/Cognition100023271"
"yago/PsychologicalFeature100023100"
"yago/PhysicalEntity100001930"
"yago/Abstraction100002137"
"http://www.w3.org/2002/07/owl#Thing"
