"algorithm","embedding","f1_measure"
"DNN", "LSTM", 91.73693
"DNN", "LSTM", 92.64957
"DNN", "LSTM", 92.81961
"DNN", "LSTM", 92.97659
"DNN", "LSTM", 93.46405
"DNN", "LSTM", 92.30769
"DNN", "LSTM", 90.56604
"DNN", "LSTM", 92.61084
"DNN", "LSTM", 92.36111
"DNN", "LSTM", 92.30769
"DNN", "CNN", 88.32117
"DNN", "CNN", 87.05882
"DNN", "CNN", 91.48936
"DNN", "CNN", 93.33333
"DNN", "CNN", 88.23137644
"DNN", "CNN", 85.82677
"DNN", "CNN", 88.58131
"DNN", "CNN", 88.37209
"DNN", "CNN", 89.53069
"DNN", "CNN", 90.32258
"DNN", "GloVe-static", 76.71233
"DNN", "GloVe-static", 65.82278
"DNN", "GloVe-static", 68.06723
"DNN", "GloVe-static", 75.91241
"DNN", "GloVe-static", 76.92308
"DNN", "GloVe-static", 71.66667
"DNN", "GloVe-static", 75.09294
"DNN", "GloVe-static", 76.08696
"DNN", "GloVe-static", 75
"DNN", "GloVe-static", 72.98246
"DNN", "Skipgram-static", 75.64103
"DNN", "Skipgram-static", 70.06369
"DNN", "Skipgram-static", 70.98976
"DNN", "Skipgram-static", 79.32961
"DNN", "Skipgram-static", 77.8098
"DNN", "Skipgram-static", 71.28028
"DNN", "Skipgram-static", 78.68852
"DNN", "Skipgram-static", 74.63557
"DNN", "Skipgram-static", 74.6988
"DNN", "Skipgram-static", 70.06803
"DNN", "GloVe-non-static", 69.42149
"DNN", "GloVe-non-static", 73.80074
"DNN", "GloVe-non-static", 78.38828
"DNN", "GloVe-non-static", 78.11448
"DNN", "GloVe-non-static", 76.80608
"DNN", "GloVe-non-static", 74.67811
"DNN", "GloVe-non-static", 72.72727
"DNN", "GloVe-non-static", 78.81041
"DNN", "GloVe-non-static", 80.68966
"DNN", "GloVe-non-static", 73.80074
"DNN", "Skipgram-non-static", 88.37209
"DNN", "Skipgram-non-static", 82.10526
"DNN", "Skipgram-non-static", 87.07483
"DNN", "Skipgram-non-static", 88.43537
"DNN", "Skipgram-non-static", 84.51613
"DNN", "Skipgram-non-static", 84.75836
"DNN", "Skipgram-non-static", 83.63636
"DNN", "Skipgram-non-static", 83.89262
"DNN", "Skipgram-non-static", 83.87097
"DNN", "Skipgram-non-static", 86.77966
"DNN", "LSTM", 87.40741
"DNN", "LSTM", 85.27132
"DNN", "LSTM", 91.03943
"DNN", "LSTM", 93.37979
"DNN", "LSTM", 87.94326
"DNN", "LSTM", 88.88889
"DNN", "LSTM", 88.4058
"DNN", "LSTM", 89.73384
"DNN", "LSTM", 88.72727
"DNN", "LSTM", 88.4058
"DNN", "CNN", 85.81454
"DNN", "CNN", 84.68992
"DNN", "CNN", 85.7419
"DNN", "CNN", 84.94845
"DNN", "CNN", 86.56294
"DNN", "CNN", 87.07071
"DNN", "CNN", 85.87286
"DNN", "CNN", 85.32799
"DNN", "CNN", 85.71429
"DNN", "CNN", 85.54455
"DNN", "GloVe-static", 77.48209
"DNN", "GloVe-static", 75.02668
"DNN", "GloVe-static", 77.3383
"DNN", "GloVe-static", 78.05113
"DNN", "GloVe-static", 80.21654
"DNN", "GloVe-static", 78.48341
"DNN", "GloVe-static", 77.10843
"DNN", "GloVe-static", 76.48699
"DNN", "GloVe-static", 76.91527
"DNN", "GloVe-static", 77.24719
"DNN", "Skipgram-static", 70.66052
"DNN", "Skipgram-static", 72.64249
"DNN", "Skipgram-static", 72.98797
"DNN", "Skipgram-static", 72.55092
"DNN", "Skipgram-static", 74.67688
"DNN", "Skipgram-static", 72.7746
"DNN", "Skipgram-static", 74.43281
"DNN", "Skipgram-static", 73.61111
"DNN", "Skipgram-static", 72.97424
"DNN", "Skipgram-static", 69.96239
"DNN", "GloVe-non-static", 85.41854
"DNN", "GloVe-non-static", 84.34442
"DNN", "GloVe-non-static", 86.68258
"DNN", "GloVe-non-static", 85.98131
"DNN", "GloVe-non-static", 86.00091
"DNN", "GloVe-non-static", 86.47059
"DNN", "GloVe-non-static", 85.24748
"DNN", "GloVe-non-static", 84.8339
"DNN", "GloVe-non-static", 85.45546
"DNN", "GloVe-non-static", 84.86218
"DNN", "Skipgram-non-static", 87.75209
"DNN", "Skipgram-non-static", 85.87952
"DNN", "Skipgram-non-static", 84.99142
"DNN", "Skipgram-non-static", 87.39496
"DNN", "Skipgram-non-static", 88.85673
"DNN", "Skipgram-non-static", 86.05898
"DNN", "Skipgram-non-static", 88.07252
"DNN", "Skipgram-non-static", 86.93442
"DNN", "Skipgram-non-static", 88.07157
"DNN", "Skipgram-non-static", 87.06345
"DNN", "LSTM", 85.55452
"DNN", "LSTM", 83.04308
"DNN", "LSTM", 83.48214
"DNN", "LSTM", 84.83434
"DNN", "LSTM", 83.28865
"DNN", "LSTM", 83.91421
"DNN", "LSTM", 83.4653
"DNN", "LSTM", 83.51325
"DNN", "LSTM", 82.12996
"DNN", "LSTM", 84.05669
"DNN", "CNN", 86.81818
"DNN", "CNN", 89.39394
"DNN", "CNN", 89.0199
"DNN", "CNN", 87.27811
"DNN", "CNN", 88.59649
"DNN", "CNN", 89.01818
"DNN", "CNN", 88.12589
"DNN", "CNN", 88.72293
"DNN", "CNN", 87.88774
"DNN", "CNN", 87.81204
"DNN", "GloVe-static", 81.35095
"DNN", "GloVe-static", 83.59217
"DNN", "GloVe-static", 83.95396
"DNN", "GloVe-static", 81.65266
"DNN", "GloVe-static", 81.25436
"DNN", "GloVe-static", 83.56742
"DNN", "GloVe-static", 80.6428
"DNN", "GloVe-static", 79.44785
"DNN", "GloVe-static", 81.93457
"DNN", "GloVe-static", 80.14599
"DNN", "Skipgram-static", 79.77369
"DNN", "Skipgram-static", 81.97832
"DNN", "Skipgram-static", 82.40866
"DNN", "Skipgram-static", 81.62198
"DNN", "Skipgram-static", 81.38759
"DNN", "Skipgram-static", 82.56042
"DNN", "Skipgram-static", 81.43713
"DNN", "Skipgram-static", 82.00782
"DNN", "Skipgram-static", 81.75084
"DNN", "Skipgram-static", 79.41788
"DNN", "GloVe-non-static", 84.47876
"DNN", "GloVe-non-static", 86.53001
"DNN", "GloVe-non-static", 86.49046
"DNN", "GloVe-non-static", 84.29752
"DNN", "GloVe-non-static", 84.51327
"DNN", "GloVe-non-static", 84.60432
"DNN", "GloVe-non-static", 84.63252
"DNN", "GloVe-non-static", 83.32075
"DNN", "GloVe-non-static", 82.64591
"DNN", "GloVe-non-static", 84.57944
"DNN", "Skipgram-non-static", 90.54264
"DNN", "Skipgram-non-static", 88.08989
"DNN", "Skipgram-non-static", 90.07519
"DNN", "Skipgram-non-static", 87.59812
"DNN", "Skipgram-non-static", 89.44954
"DNN", "Skipgram-non-static", 88.44221
"DNN", "Skipgram-non-static", 85.76
"DNN", "Skipgram-non-static", 87.85332
"DNN", "Skipgram-non-static", 86.52271
"DNN", "Skipgram-non-static", 88.25301
"DNN", "LSTM", 88.95613
"DNN", "LSTM", 87.14734
"DNN", "LSTM", 89.40998
"DNN", "LSTM", 87.26163
"DNN", "LSTM", 88.73563
"DNN", "LSTM", 87.25129
"DNN", "LSTM", 86.65667
"DNN", "LSTM", 86.82171
"DNN", "LSTM", 88.006
"DNN", "LSTM", 87.04422
